kind,action_count,beta,User,Item,baseline_rho_mat,max_rho_mat,max_rank_mat,baseline_rank_mat,updated_baseline_rho_mat,updated_baseline_rank_mat,lift,updated_rank_gain,updated_lift,log_baseline_rho,log_max_rho,log_lift,fancy_kind,new_log_lift
next_k,10,1.0,29,1892.786,0.00025722877893145457,0.00031178422652287544,1688.23,,0.000255957853297701,1832.658,1.2080885611340435,144.428,1.2326929639273752,-8.598137718783708,-8.38925849421763,0.2088792245660537,Next K,0.09085491708461145
next_k,10,1.0,34,1785.746,0.0002781295448683024,0.00030159185040153015,1644.638,,0.00027618805731005494,1732.802,1.0934850894543187,88.164,1.092956552745619,-8.523234595614058,-8.434356099743995,0.08887849587006844,Next K,0.0386028982005123
next_k,10,1.0,43,1893.946,0.0002818231605044372,0.0003130640514499806,1619.122,,0.0002758109613335454,1762.094,1.1482435732108716,142.972,1.1370517434718361,-8.516795638099252,-8.388395472410016,0.12840016568922355,Next K,0.055780228445847437
next_k,10,1.0,45,1924.774,0.00026772655096475275,0.0003247976046892968,1590.334,,0.0002616623650863178,1816.016,1.378441422048085,225.682,1.2482918197047252,-9.032200844773019,-8.810629260526976,0.2215715842460451,Next K,0.09631612450705117
next_k,10,1.0,171,1905.4869739478959,0.000251795788587728,0.00038595461846863176,1398.8176352705411,,0.00025227412878664387,1786.6172344689378,1.5363779131418538,387.7995991983968,1.5626119730991699,-8.602756926668897,-8.157300120792303,0.44545680587660824,Next K,0.1938511476524129
next_k,10,1.0,231,1817.244,0.00028190748991518315,0.00032344818677661566,1583.812,,0.0002797896746830808,1782.732,1.1569736724058286,198.92,1.159659649419719,-8.581141615113667,-8.433085917720064,0.14805569739360422,Next K,0.06433054606513719
next_k,10,1.0,362,1872.4929859719439,0.00026695615184822166,0.00035656985570290566,1388.2765531062125,,0.00027105168289231324,1815.6492985971945,1.4373176824117682,427.37274549098197,1.326561981583341,-8.516224181239917,-8.234119456473508,0.2821047247663972,Next K,0.1227275465390472
next_k,10,1.0,405,1858.956,0.0002905585217242904,0.00031010357200031305,1630.61,,0.00027814203166957445,1901.77,1.0645637456351622,271.16,1.1155523857316163,-8.445293132655193,-8.335995629998907,0.10929750265626567,Next K,0.0474899693307303
next_k,10,1.0,423,1805.816,0.0004083701911967742,0.00041252034683414294,1222.896,,0.0004082521792843587,1260.07,1.0103898231817332,37.174,1.010629123236702,-8.069880881262812,-8.059308162105092,0.01057271915771793,Next K,0.0045918091196606
next_k,10,1.0,490,1878.1442885771544,0.0002670796373789017,0.0003971477469902695,1428.1102204408817,,0.00026471226862829236,1843.7154308617235,1.5315296237420444,415.6052104208417,1.5304714070095988,-8.698824208119198,-8.27390152545386,0.4249226826653381,Next K,0.18482522031430804
next_k,10,1.0,568,1860.8734939759036,0.0002709257413227962,0.00031528769645778205,1592.871485943775,,0.00027289950294618107,1757.8373493975903,1.2061197770759877,164.96586345381527,1.1578108688685755,-8.445318267873448,-8.298826822347623,0.14649144552584192,Next K,0.06363762215900298
next_k,10,1.0,616,1905.633266533066,0.0002651702175819636,0.0003172511593166132,1614.9178356713426,,0.00026542424183455753,1909.4068136272545,1.1965961517035906,294.4889779559118,1.197418290792152,-8.492081166169696,-8.312103319236533,0.17997784693315985,Next K,0.07824588779115177
next_k,10,1.0,638,1863.828,0.0002990571347673001,0.0003087534035572589,1622.178,,0.0002977338056213851,1656.976,1.034250986919798,34.798,1.0370887473601218,-8.284711428488093,-8.248295673217397,0.03641575527070875,Next K,0.015815922097458173
next_k,10,1.0,693,1921.714,0.0002627803988914975,0.0003187853443903132,1597.882,,0.0002638143272590365,1839.814,1.2487066240921714,241.932,1.212359041603191,-8.58962986641284,-8.397136129610528,0.1924937368023188,Next K,0.08363125571752976
next_k,10,1.0,732,1916.952,0.00027977880530613087,0.0003084844263642827,1656.23,,0.00028162159921821906,1736.958,1.1140036722276778,80.728,1.0967308395286108,-8.484229344230132,-8.391933247786097,0.09229609644403014,Next K,0.040100055787551964
next_k,10,1.0,743,1837.226,0.000292794952008219,0.00036636793621010975,1470.954,,0.00028842364237270917,1638.788,1.2742143935492478,167.834,1.2760809389924703,-8.489490600071337,-8.245822260512352,0.24366833955898462,Next K,0.10587822159751864
next_k,10,1.0,777,1863.9659318637275,0.00027056747696914163,0.0003007733235574677,1647.4408817635272,,0.00026976394120113793,1715.7735470941884,1.1255244907768678,68.33266533066133,1.1169593015952277,-8.52299263237086,-8.412406660530964,0.11058597183989678,Next K,0.04803734910968003
next_k,10,1.0,796,1897.996,0.0002782042168322451,0.0003251147065571689,1560.17,,0.00027042326340626923,1860.312,1.2134844823883744,300.142,1.203852804412506,-8.515544146030406,-8.330083545980006,0.18546060005040435,Next K,0.08057338879938597
next_k,10,1.0,809,1914.5,0.00027190217837650836,0.00028949778957831446,1690.15,,0.0002704957420790526,1776.316,1.0695638722463239,86.166,1.070749348111504,-8.490591911393858,-8.422252576242654,0.06833933515120796,Next K,0.029687818663598507
